   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:603(RcParams)
        1    0.000    0.000    0.000    0.000 __init__.py:605(Stack)
        1    0.000    0.000    0.000    0.000 __init__.py:61(ProjectionRegistry)
       32    0.000    0.000    0.000    0.000 __init__.py:625(__init__)
      965    0.001    0.000    0.013    0.000 __init__.py:628(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:64(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:65(check_isinstance)
      463    0.001    0.000    0.001    0.000 __init__.py:658(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:67(DtypeWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:67(register)
        1    0.000    0.000    0.000    0.000 __init__.py:681(_get_backend_or_none)
      310    0.000    0.000    0.000    0.000 __init__.py:698(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:702(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 __init__.py:722(copy)
        1    0.000    0.000    0.000    0.000 __init__.py:744(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:75(UnidentifiedImageError)
       60    0.000    0.000    0.001    0.000 __init__.py:752(_open_file_or_url)
        2    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:77(get_projection_names)
     1863    0.000    0.000    0.000    0.000 __init__.py:770(<lambda>)
       30    0.003    0.000    0.021    0.001 __init__.py:770(_rc_params_in_file)
        1    0.000    0.000    0.000    0.000 __init__.py:781(Filterer)
       29    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:797(SubclassedSeries)
       33    0.000    0.000    0.000    0.000 __init__.py:80(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:814(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 __init__.py:825(Grouper)
        1    0.000    0.000    0.000    0.000 __init__.py:826(SubclassedCategorical)
       28    0.000    0.000    0.014    0.001 __init__.py:847(rc_params_from_file)
        1    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        4    0.000    0.000    0.000    0.000 __init__.py:859(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:860(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
      785    0.000    0.000    0.000    0.000 __init__.py:889(<lambda>)
      650    0.001    0.000    0.002    0.000 __init__.py:89(find_spec)
        1    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        1    0.000    0.000    0.001    0.001 __init__.py:905(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:921(GrouperView)
        1    0.000    0.000    0.000    0.000 __init__.py:927(_GrouperMethodForwarder)
        7    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:931(__set_name__)
      114    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
       18    0.000    0.000    0.000    0.000 __init__.py:970(__init__)
     15/9    0.000    0.000    0.000    0.000 __init__.py:980(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:99(version_info)
        9    0.000    0.000    0.000    0.000 __init__.py:991(__len__)
        1    0.000    0.000    0.004    0.004 _add_newdocs.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6520(refer_to_array_attribute)
        1    0.000    0.000    0.028    0.028 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:17(numeric_type_aliases)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(type_aliases_gen)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
       34    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:61(<genexpr>)
       41    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:62(<genexpr>)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _asarray.py:109(<setcomp>)
       11    0.000    0.000    0.000    0.000 _asarray.py:22(require)
        1    0.000    0.000    0.094    0.094 _axes.py:1(<module>)
        1    0.000    0.000    0.019    0.019 _axes.py:46(Axes)
        2    0.000    0.000    0.031    0.016 _base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:1359(ArtistList)
        1    0.000    0.000    0.001    0.001 _base.py:1559(ExcelFile)
        1    0.000    0.000    0.000    0.000 _base.py:210(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 _base.py:34(_axis_method_wrapper)
       43    0.000    0.000    0.001    0.000 _base.py:51(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:523(BaseExcelReader)
        1    0.000    0.000    0.001    0.001 _base.py:547(_AxesBase)
        1    0.000    0.000    0.000    0.000 _base.py:559(<dictcomp>)
       43    0.000    0.000    0.001    0.000 _base.py:66(__set_name__)
       10    0.000    0.000    0.039    0.004 _base.py:704(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _base.py:909(ExcelWriter)
        1    0.000    0.000    0.000    0.000 _base.py:95(_TransformedBoundsLocator)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _blocking_input.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:262(__subclasshook__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:283(__subclasshook__)
       53    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:381(__subclasshook__)
      100    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
       13    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:816(get)
       11    0.000    0.000    0.000    0.000 _collections_abc.py:823(__contains__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:831(keys)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:857(__init__)
      168    0.000    0.000    0.000    0.000 _collections_abc.py:880(__iter__)
       32    0.000    0.000    0.000    0.000 _collections_abc.py:986(update)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:989(<dictcomp>)
        3    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:127(_TZifHeader)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _common.py:163(ZoneInfoNotFoundError)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _core.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _core.py:625(PlotAccessor)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.024    0.024 _decorators.py:1(<module>)
       20    0.000    0.000    0.000    0.000 _decorators.py:169(_deprecate_kwarg)
        6    0.000    0.000    0.169    0.028 _decorators.py:170(wrapper)
        1    0.000    0.000    0.000    0.000 _decorators.py:22(deprecate)
       78    0.000    0.000    0.000    0.000 _decorators.py:256(future_version_msg)
       78    0.000    0.000    0.000    0.000 _decorators.py:264(deprecate_nonkeyword_arguments)
       78    0.001    0.000    0.011    0.000 _decorators.py:292(decorate)
        1    0.000    0.000    0.000    0.000 _decorators.py:298(<listcomp>)
       78    0.001    0.000    0.002    0.000 _decorators.py:305(<listcomp>)
      607    0.000    0.000    0.000    0.000 _decorators.py:314(<lambda>)
    43/29    0.000    0.000    0.747    0.026 _decorators.py:323(wrapper)
        2    0.000    0.000    0.000    0.000 _decorators.py:341(rewrite_axis_style_signature)
        2    0.000    0.000    0.000    0.000 _decorators.py:344(decorate)
      257    0.000    0.000    0.000    0.000 _decorators.py:371(doc)
      257    0.001    0.000    0.018    0.000 _decorators.py:391(decorator)
      257    0.001    0.000    0.008    0.000 _decorators.py:411(<listcomp>)
        1    0.000    0.000    0.000    0.000 _decorators.py:432(Substitution)
       59    0.000    0.000    0.000    0.000 _decorators.py:461(__init__)
       59    0.000    0.000    0.000    0.000 _decorators.py:467(__call__)
        1    0.000    0.000    0.000    0.000 _decorators.py:479(Appender)
      161    0.000    0.000    0.000    0.000 _decorators.py:501(__init__)
      161    0.000    0.000    0.016    0.000 _decorators.py:508(__call__)
        3    0.000    0.000    0.000    0.000 _decorators.py:516(indent)
       20    0.000    0.000    0.000    0.000 _decorators.py:97(deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _docstring.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _docstring.py:33(__init__)
      132    0.001    0.000    0.029    0.000 _docstring.py:38(__call__)
       18    0.000    0.000    0.000    0.000 _docstring.py:43(update)
        1    0.000    0.000    0.000    0.000 _docstring.py:50(_ArtistKwdocLoader)
       13    0.000    0.000    0.023    0.002 _docstring.py:51(__missing__)
       13    0.000    0.000    0.001    0.000 _docstring.py:57(<listcomp>)
        1    0.000    0.000    0.000    0.000 _docstring.py:6(Substitution)
        1    0.000    0.000    0.000    0.000 _docstring.py:64(_ArtistPropertiesSubstitution)
        1    0.000    0.000    0.000    0.000 _docstring.py:76(__init__)
  122/111    0.000    0.000    0.028    0.000 _docstring.py:79(__call__)
      104    0.000    0.000    0.000    0.000 _docstring.py:86(copy)
      104    0.000    0.000    0.000    0.000 _docstring.py:88(do_copy)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
      105    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       89    0.000    0.000    0.000    0.000 _dtype.py:330(_name_includes_bit_suffix)
       89    0.000    0.000    0.000    0.000 _dtype.py:344(_name_get)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.001    0.001 _enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _enums.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
        1    0.000    0.000    0.000    0.000 _enums.py:17(_AutoStringNameEnum)
        1    0.000    0.000    0.000    0.000 _enums.py:181(<listcomp>)
        6    0.000    0.000    0.000    0.000 _enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:215(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:28(find_stack_level)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
